"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.31578174861916e-208,1.62139035054216,0.691,0.376,2.70708936960905e-204,"6","Htr2c"
3.84920691756858e-185,1.07044083041687,0.935,0.801,7.91935831220559e-181,"6","Dcc"
4.01993335006891e-181,1.49359462137687,0.765,0.502,8.27061087443178e-177,"6","Mgat4c"
8.68268613585344e-180,1.73737224151336,0.461,0.175,1.78637584559049e-175,"6","Elavl2"
1.17347116918808e-161,1.12458388458068,0.767,0.49,2.41429958348755e-157,"6","Hs6st3"
1.22691730812905e-158,1.59509726763283,0.424,0.163,2.52425966974471e-154,"6","Alk"
1.91622984679818e-147,1.59181433707807,0.665,0.421,3.94245128680258e-143,"6","Il1rapl2"
2.58436277707376e-147,1.34696940475657,0.553,0.276,5.31706797755155e-143,"6","Zfp804b"
1.62832055470365e-145,2.5006584409982,0.168,0.034,3.35010670924729e-141,"6","Tmem132c"
2.08887910728224e-138,1.020862581964,0.893,0.765,4.29765987532247e-134,"6","Cdh18"
2.06515640917762e-130,1.14489011329776,0.722,0.481,4.24885279624204e-126,"6","Zfp804a"
3.28002878394323e-130,2.19187941664426,0.241,0.071,6.7483312200848e-126,"6","Megf11"
1.56788576305569e-128,1.01615925547388,0.814,0.629,3.22576816891078e-124,"6","Unc5d"
7.7434155114433e-128,1.94037813313691,0.285,0.096,1.59313030732434e-123,"6","Sema3a"
3.43058838701762e-108,1.14278466255907,0.709,0.503,7.05809254745006e-104,"6","Oxr1"
1.59345913933553e-99,2.08221214506317,0.171,0.046,3.27838283326891e-95,"6","Elfn1"
1.72208815780401e-86,1.6245759336835,0.235,0.086,3.54302417586597e-82,"6","Rmst"
3.77711304137794e-78,1.07927776318193,0.531,0.331,7.77103237133097e-74,"6","Rab3c"
9.82631029378477e-76,1.29364150888763,0.309,0.139,2.02166507984328e-71,"6","Runx1t1"
2.02649317783612e-70,1.22781740297476,0.394,0.211,4.16930706408003e-66,"6","Hs3st5"
1.06630480494125e-64,1.16827617565375,0.293,0.137,2.19381550568612e-60,"6","Zfp536"
3.22667227867997e-61,1.68347386408699,0.159,0.056,6.63855554615617e-57,"6","Dpf3"
6.24828889207822e-58,1.58924381498857,0.157,0.056,1.28552295665617e-53,"6","Vwc2"
7.400001238092e-58,1.01065888403814,0.306,0.151,1.52247625472505e-53,"6","Grik1"
2.089009923148e-48,1.00378109145729,0.441,0.284,4.2979290158847e-44,"6","Cntn6"
3.40699159341501e-41,1.09480554511936,0.344,0.209,7.00954450429204e-37,"6","Nell1"
1.50150498047596e-37,2.58379967629845,0.036,0.006,3.08919634683124e-33,"6","Grhl3"
4.85014130702777e-36,1.24739625889521,0.189,0.093,9.97868072507894e-32,"6","Cxcl14"
1.15764036788557e-35,1.86871720003069,0.105,0.04,2.38172929288777e-31,"6","Angpt1"
2.22609722989032e-33,1.93752509910517,0.069,0.021,4.57997244077635e-29,"6","Igfbp5"
2.44351573607662e-32,1.7061352192225,0.085,0.03,5.02728927540404e-28,"6","Ecel1"
9.59366943698784e-32,1.42294566527113,0.119,0.05,1.97380154996588e-27,"6","Cldn34c1"
1.68464469927201e-31,1.1655358729373,0.157,0.074,3.46598800428223e-27,"6","Mgat5b"
4.34329063427195e-30,1.28534715133993,0.16,0.078,8.93588615095111e-26,"6","Thsd4"
5.36014017010164e-27,1.00128035150562,0.187,0.101,1.10279523859671e-22,"6","Cpne5"
7.4899656471022e-27,1.16451156581571,0.191,0.105,1.54098553223481e-22,"6","Gulp1"
2.02054760690816e-26,1.86243093718326,0.049,0.014,4.15707464645284e-22,"6","Htr1a"
1.31433141470542e-24,1.13416351549564,0.142,0.071,2.70410545261494e-20,"6","Nrsn1"
8.71964746544748e-24,2.06095888748509,0.033,0.008,1.79398026954116e-19,"6","Igf1"
4.30676298401996e-23,1.41693123328947,0.071,0.027,8.86073416332266e-19,"6","Smoc1"
5.06032718052517e-23,1.51621378024251,0.177,0.102,1.04111171412125e-18,"6","Kctd8"
3.12251366327489e-21,1.62526629359383,0.052,0.018,6.42425961082176e-17,"6","Adamts16"
6.37816127591349e-21,1.20087436217336,0.083,0.036,1.31224290090644e-16,"6","Camk1"
2.18022717845662e-20,1.41998728056376,0.094,0.043,4.48559939695665e-16,"6","Myo3b"
6.18684875451663e-20,1.7358027697435,0.038,0.011,1.27288226275425e-15,"6","Pax6"
3.21513541598364e-19,1.63959388602834,0.09,0.042,6.61481960484475e-15,"6","Col11a1"
0,2.9970171143592,0.974,0.199,0,"7","Gm28928"
0,2.69148824220745,0.903,0.243,0,"7","Mef2c"
0,3.26568944978494,0.741,0.113,0,"7","Sv2b"
0,2.25568066377004,0.979,0.369,0,"7","Dab1"
0,2.73286107035375,0.887,0.278,0,"7","A830018L16Rik"
0,2.48415612228117,0.807,0.207,0,"7","Clstn2"
0,2.2727295156146,0.861,0.27,0,"7","Slit3"
0,2.59583682521566,0.738,0.155,0,"7","Nell2"
0,2.12666302089353,0.897,0.333,0,"7","Pde1a"
0,2.50043812736892,0.93,0.366,0,"7","Pex5l"
0,2.23928901882908,0.785,0.245,0,"7","Pdzrn4"
0,2.67067435236932,0.705,0.18,0,"7","Ndst3"
0,1.8046499411764,0.811,0.287,0,"7","Cacna2d3"
0,1.92991700759911,0.87,0.382,0,"7","Cnksr2"
0,2.2985271644322,0.704,0.219,0,"7","Ptprk"
0,1.81619171807798,0.811,0.327,0,"7","Cacna1c"
0,1.48691116737015,0.917,0.448,0,"7","Nfib"
0,3.56942427725591,0.518,0.05,0,"7","Slc17a7"
0,1.56966094559582,0.885,0.438,0,"7","Grin2a"
0,2.41890818945409,0.558,0.116,0,"7","A930011G23Rik"
0,1.70916840885263,0.75,0.311,0,"7","Caln1"
0,2.12177315097288,0.606,0.172,0,"7","St6galnac3"
0,2.09776120320456,0.609,0.189,0,"7","Camk2n1"
0,4.4094154289117,0.436,0.026,0,"7","Itga8"
0,1.57330174356112,0.949,0.544,0,"7","Cntnap5a"
0,2.66125990021371,0.502,0.098,0,"7","Nos1ap"
0,1.9855731049702,0.595,0.193,0,"7","Msra"
0,1.81523528832326,0.987,0.586,0,"7","Pcdh7"
0,1.63426110645164,0.889,0.49,0,"7","Cacna2d1"
0,3.24585936255712,0.461,0.066,0,"7","Cdh9"
0,2.76340679830686,0.478,0.083,0,"7","Pcsk5"
0,1.36316100785533,0.947,0.553,0,"7","Ncam2"
0,2.36363733616836,0.506,0.118,0,"7","Fras1"
0,1.74965710844071,0.993,0.609,0,"7","Nrg1"
0,3.9705121560014,0.41,0.029,0,"7","Col6a1"
0,1.40722478457565,0.949,0.576,0,"7","Arpp21"
0,3.85391360896042,0.408,0.039,0,"7","9530026P05Rik"
0,1.44160990232476,0.955,0.593,0,"7","Kirrel3"
0,4.24515169164815,0.336,0.02,0,"7","Syt17"
0,1.44376117877248,0.964,0.654,0,"7","Dmd"
0,5.05710147019009,0.319,0.011,0,"7","C1ql3"
0,1.74580688510151,0.96,0.668,0,"7","Erc2"
0,2.2027848700488,0.999,0.712,0,"7","Kcnip4"
0,2.64315840206759,0.35,0.067,0,"7","Nptxr"
0,2.25149297189405,1,0.727,0,"7","Ptprd"
0,1.37235514063308,0.959,0.686,0,"7","Large"
0,2.6659173978963,0.317,0.053,0,"7","6530403H02Rik"
0,3.63920360278416,0.288,0.027,0,"7","Ankrd33b"
0,4.31497938234185,0.26,0.016,0,"7","Slc30a3"
0,3.46120346489199,0.268,0.025,0,"7","Cck"
0,4.33663984462477,0.875,0.103,0,"8","Slc1a3"
0,4.5358596922252,0.828,0.077,0,"8","Atp1a2"
0,3.44615659238873,0.956,0.335,0,"8","Slc1a2"
0,3.78157452546528,0.713,0.094,0,"8","Prex2"
0,3.46403966092483,0.744,0.126,0,"8","Slc4a4"
0,4.02133102243361,0.693,0.076,0,"8","Plpp3"
0,3.09078014907232,0.812,0.202,0,"8","Gm3764"
0,3.34911327224373,0.867,0.264,0,"8","Apoe"
0,2.70521078577991,0.79,0.211,0,"8","Ptprz1"
0,2.95873167838438,0.963,0.397,0,"8","Gpc5"
0,3.01033765721584,0.904,0.35,0,"8","Cst3"
0,2.04868408627007,0.923,0.406,0,"8","Zbtb20"
0,2.23922600224869,0.814,0.298,0,"8","Nfia"
0,2.62678985122135,0.736,0.222,0,"8","Pitpnc1"
0,2.42793577621879,0.7,0.191,0,"8","Grm3"
0,3.85350079846199,0.549,0.053,0,"8","Rorb"
0,2.97353845007143,0.633,0.14,0,"8","St3gal4"
0,2.15237850830027,0.894,0.403,0,"8","Npas3"
0,2.92907797331087,0.627,0.14,0,"8","Glul"
0,4.33024285420061,0.518,0.038,0,"8","Gja1"
0,3.83217602031341,0.521,0.059,0,"8","Mfge8"
0,2.79856866980436,0.62,0.162,0,"8","Clu"
0,4.15559531711226,0.499,0.045,0,"8","Gpr37l1"
0,4.2702680844718,0.457,0.034,0,"8","Phkg1"
0,4.33013132192052,0.453,0.032,0,"8","Mertk"
0,2.65290802861175,0.939,0.533,0,"8","Luzp2"
0,2.27280409682298,0.552,0.148,0,"8","Nckap5"
0,1.81484923346458,0.923,0.528,0,"8","Rora"
0,2.4173267354323,0.54,0.147,0,"8","Acsl3"
0,3.40462145085443,0.454,0.064,0,"8","Aldoc"
0,4.51777148077203,0.401,0.025,0,"8","Grin2c"
0,2.61200820281166,0.463,0.088,0,"8","Sox6"
0,2.83283566936878,0.485,0.113,0,"8","Lama2"
0,3.84063033343972,0.414,0.043,0,"8","Htra1"
0,3.02456201292071,0.453,0.083,0,"8","Ndrg2"
0,4.08968175222271,0.4,0.032,0,"8","Bmpr1b"
0,4.21588478847875,0.368,0.027,0,"8","S1pr1"
0,3.01307649078788,0.398,0.071,0,"8","Atp1b2"
0,2.94499018348085,0.387,0.067,0,"8","Paqr8"
0,3.86176249629155,0.349,0.03,0,"8","F3"
0,3.13060837036987,0.368,0.059,0,"8","Mt2"
0,4.47881017247324,0.32,0.019,0,"8","Gli3"
0,3.78697318995224,0.324,0.029,0,"8","Pla2g7"
0,3.04976612246858,0.332,0.045,0,"8","Cdh19"
0,3.06395651594923,0.322,0.049,0,"8","Hepacam"
0,3.1420786912174,0.313,0.048,0,"8","Phka1"
0,3.33831239164193,0.287,0.022,0,"8","Tcf7l2"
0,4.11161213283964,0.281,0.023,0,"8","Thrsp"
0,4.17228220548507,0.272,0.018,0,"8","Slc7a10"
0,3.61552958816859,0.27,0.03,0,"8","Nhsl1"
0,4.06498365276773,0.979,0.286,0,"9","Plp1"
0,3.83106502809274,0.761,0.11,0,"9","St18"
0,2.64200538135258,0.89,0.277,0,"9","Slc24a2"
0,3.38501889315962,0.765,0.153,0,"9","Mbp"
0,4.84629056289564,0.618,0.036,0,"9","Prr5l"
0,2.6217546781813,0.814,0.257,0,"9","Plcl1"
0,2.18913734864318,0.775,0.304,0,"9","Phlpp1"
0,2.84050634463357,0.601,0.13,0,"9","Enpp2"
0,1.90966260493544,0.825,0.356,0,"9","Edil3"
0,3.89952471485186,0.515,0.057,0,"9","Cldn11"
0,4.23981553514073,0.482,0.037,0,"9","Mag"
0,2.11060651629167,0.85,0.414,0,"9","Qk"
0,2.87190383702548,0.564,0.14,0,"9","Rnf220"
0,2.34673986726566,0.924,0.503,0,"9","Tmeff2"
0,4.42618763298718,0.45,0.034,0,"9","Mobp"
0,3.40998844728751,0.468,0.06,0,"9","Gatm"
0,3.95378230145296,0.449,0.05,0,"9","Ptgds"
0,3.79018845197659,0.429,0.049,0,"9","Neat1"
0,2.17143392055584,0.968,0.601,0,"9","Pde4b"
0,4.44204983819599,0.384,0.025,0,"9","Mog"
0,3.6215275016633,0.406,0.049,0,"9","Phldb1"
0,4.35389543219342,0.369,0.026,0,"9","Mal"
0,3.04012953837831,0.384,0.064,0,"9","Csrp1"
0,3.7585589962927,0.354,0.036,0,"9","Ugt8a"
0,3.33352538141783,0.346,0.046,0,"9","Cryab"
0,3.37450520975089,0.342,0.048,0,"9","Apod"
0,3.8903826521995,0.318,0.028,0,"9","Gab1"
0,3.0923151530113,0.344,0.054,0,"9","Sept4"
0,4.27517171231255,0.31,0.021,0,"9","Gm16168"
0,3.32017851908875,0.332,0.045,0,"9","Cdh19"
0,4.34373696600903,0.308,0.021,0,"9","Aspa"
0,3.44617054710618,0.329,0.046,0,"9","Cnp"
0,3.92614787100922,0.285,0.022,0,"9","Ttyh2"
0,3.57105589927825,0.268,0.032,0,"9","Tspan2"
0,4.0310981389884,0.247,0.019,0,"9","Hapln2"
0,3.76112722443109,0.24,0.025,0,"9","Creb5"
0,4.08617441138529,0.225,0.016,0,"9","Plekhh1"
0,4.20441352361462,0.223,0.017,0,"9","Opalin"
0,3.5783797711866,0.218,0.02,0,"9","Gjc3"
0,3.1765531456343,0.217,0.02,0,"9","Bcas1"
0,3.54216252604102,0.218,0.022,0,"9","Ndrg1"
0,3.98806432593545,0.213,0.017,0,"9","Ninj2"
0,3.86214813365577,0.207,0.017,0,"9","Fa2h"
0,4.29696683603795,0.178,0.012,0,"9","1700047M11Rik"
1.09312725895212e-303,4.10031859370556,0.144,0.009,2.24900002256809e-299,"9","RP23-44H21.1"
1.30639575264447e-293,1.88994850552492,0.845,0.432,2.68777862149074e-289,"9","Mast4"
2.35293639626209e-283,2.27230693627018,0.629,0.216,4.84093134166962e-279,"9","Scd2"
9.64021299036266e-269,2.38889671900504,0.446,0.109,1.98337742063721e-264,"9","Cdh20"
1.46330059055635e-268,2.22967662368435,0.568,0.178,3.01059463501064e-264,"9","St6galnac3"
1.39502188799094e-258,2.68706782294389,0.386,0.085,2.87011803235256e-254,"9","Ypel2"
8.7812459231443e-284,2.11866427576289,0.709,0.273,1.80665353622771e-279,"10","Zfp804b"
1.27885798239804e-273,1.14843092404357,0.998,0.968,2.63112241298574e-269,"10","Ctnna2"
2.32228668989909e-259,1.6318904589051,0.804,0.376,4.77787263579839e-255,"10","Htr2c"
7.38296063157462e-222,1.66659087890451,0.843,0.5,1.51897032034016e-217,"10","Cntn5"
2.02586937679845e-218,3.51372526805362,0.172,0.02,4.16802365582512e-214,"10","Otx2os1"
4.47010845807441e-182,3.15042410600874,0.175,0.025,9.19680114164229e-178,"10","Fibcd1"
1.21666945410175e-143,1.25113394945719,0.748,0.426,2.50317573486893e-139,"10","Brinp3"
1.0011774764528e-98,1.00647953424576,0.732,0.455,2.05982254005399e-94,"10","Pam"
1.14764753185343e-98,2.07572455664683,0.211,0.057,2.36117003203524e-94,"10","Gm38505"
2.8159283545816e-95,3.49471748281179,0.06,0.005,5.79349099671618e-91,"10","Asb4"
2.81650314961473e-93,2.41884911322886,0.138,0.028,5.79467358001734e-89,"10","Ecel1"
6.74371388287402e-90,1.67899482131635,0.432,0.209,1.3874516942625e-85,"10","Cpa6"
1.89812022148219e-88,1.25987780774134,0.415,0.181,3.90519254367745e-84,"10","Elavl2"
3.68925220508211e-73,1.0444774927572,0.559,0.32,7.59026748673592e-69,"10","Sorcs3"
6.03878271705221e-67,1.65268085434797,0.245,0.092,1.24241915620632e-62,"10","Cxcl14"
1.13419306225423e-64,1.29370064948745,0.335,0.151,2.33348880628184e-60,"10","Htr7"
1.18322725279422e-64,2.13362886346576,0.133,0.035,2.43437174989884e-60,"10","Penk"
1.88917197534139e-63,2.5740554752393,0.086,0.017,3.88678242206738e-59,"10","Cartpt"
4.53101822633401e-61,1.00464418192248,0.485,0.271,9.32211689885959e-57,"10","Foxp1"
1.41812075374436e-57,1.49646416852285,0.216,0.081,2.91764163875365e-53,"10","Cdh9"
2.88359128698935e-53,2.16355238003127,0.101,0.025,5.93270071385188e-49,"10","Dlk1"
1.50216514110839e-51,2.06160777914625,0.096,0.023,3.0905545613164e-47,"10","Peg10"
5.54155356660616e-47,1.69661344451053,0.158,0.056,1.14011923079355e-42,"10","P3h2"
1.50679065609702e-46,1.08217795553964,0.41,0.235,3.100071095854e-42,"10","Apba1"
4.97147140628663e-46,1.09068531336392,0.348,0.183,1.02283052712941e-41,"10","Crim1"
6.99576552696827e-44,1.2213474936386,0.243,0.109,1.43930879951845e-39,"10","Prlr"
1.19540116780967e-41,1.61015869029547,0.154,0.057,2.45941836265161e-37,"10","Pcdh20"
1.00074870888467e-34,1.07950538111762,0.258,0.133,2.05894039365932e-30,"10","Resp18"
1.14806900463959e-34,4.0561326490801,0.012,0.001,2.3620371701455e-30,"10","Calcr"
9.07041720478524e-34,1.25420504914758,0.224,0.11,1.86614763571252e-29,"10","Mei4"
1.4865112808736e-30,1.04545295054179,0.269,0.148,3.05834830926934e-26,"10","Sv2c"
2.63851193394052e-30,1.09327476518758,0.192,0.091,5.42847445288923e-26,"10","Ndst4"
5.22609911639933e-28,1.87240184811276,0.098,0.035,1.075217632208e-23,"10","Pappa"
8.24925646061855e-28,1.00879755420336,0.349,0.224,1.69720202420766e-23,"10","Sdk1"
1.5328114384678e-27,1.82017777730259,0.057,0.015,3.15360625350365e-23,"10","Apold1"
3.36260456508147e-24,1.31205666575071,0.12,0.051,6.91822263219861e-20,"10","A830019P07Rik"
1.57799104150259e-21,1.06616797063062,0.159,0.08,3.24655876878742e-17,"10","Tmem255a"
4.51184878840546e-21,1.89972245411227,0.043,0.011,9.28267769726539e-17,"10","Gpx3"
9.79568237979469e-19,1.4575604071397,0.127,0.063,2.01536369281896e-14,"10","Esr1"
3.08403941012267e-18,1.02528874950106,0.235,0.146,6.34510268238639e-14,"10","Ptprm"
6.0686428315556e-18,1.005129745646,0.144,0.074,1.24856257616425e-13,"10","Tmem196"
7.87837161185648e-18,1.21064259813573,0.125,0.062,1.62089617542335e-13,"10","Sema3c"
1.3861149326441e-17,1.06730043993541,0.13,0.065,2.85179286242197e-13,"10","Baiap3"
9.13041795621574e-17,1.12457999923731,0.118,0.058,1.87849219031183e-12,"10","Samhd1"
1.16673427988346e-16,1.22304542419249,0.108,0.052,2.40043910743223e-12,"10","Cldn34c1"
1.32651811206881e-16,1.11997441432641,0.109,0.052,2.72917836377036e-12,"10","Pdlim5"
2.9835675398438e-16,1.12658315088721,0.12,0.06,6.13839185647463e-12,"10","Cftr"
6.27463308830637e-16,1.08324977338746,0.164,0.094,1.29094301158815e-11,"10","Wls"
7.89678256637978e-15,1.25212738035194,0.089,0.041,1.62468404520697e-10,"10","Vat1"
9.70622465135684e-14,1.18240891740678,0.093,0.045,1.99695865977016e-09,"10","Ano5"
0,3.18524106788115,0.693,0.144,0,"11","Gpc3"
0,2.47282769120027,0.71,0.175,0,"11","Stac2"
0,2.88651032066499,0.727,0.22,0,"11","Pde1c"
0,2.34092151546598,0.706,0.2,0,"11","Mob3b"
0,2.51320361598516,0.662,0.172,0,"11","Stac"
0,2.8416879278069,0.636,0.151,0,"11","Fgf13"
0,1.99758772929138,0.928,0.486,0,"11","Prkca"
1.34591830321847e-297,2.36512544726975,0.559,0.136,2.76909231704168e-293,"11","Ptprm"
3.74508477827942e-296,1.83108688931346,0.926,0.49,7.70513742283207e-292,"11","Hs6st3"
2.01172755895946e-279,2.12354673964521,0.679,0.212,4.1389282798032e-275,"11","Whrn"
1.71488940706347e-243,1.63213131296893,0.847,0.385,3.52821346609239e-239,"11","Pld5"
1.87720728537934e-242,1.31389838487601,0.978,0.701,3.86216626893946e-238,"11","Kcnq5"
1.76078558556795e-240,3.5522294453203,0.196,0.02,3.62264026374751e-236,"11","Tacr1"
8.12633063354027e-232,1.25176831518313,0.978,0.765,1.67191126454458e-227,"11","Ryr3"
1.97428704780186e-230,1.56499953789557,0.887,0.472,4.06189817214755e-226,"11","Rbms3"
1.24311654172912e-220,2.05117526765212,0.679,0.262,2.55758797295349e-216,"11","Pcp4"
4.62966889146861e-200,2.00982093791014,0.579,0.196,9.52508077730752e-196,"11","Itpr1"
1.12582501570954e-191,1.24188930299115,0.946,0.726,2.3162723873208e-187,"11","Ppm1e"
5.29818606532772e-186,1.66403825194122,0.752,0.365,1.09004880108053e-181,"11","Ptpn5"
4.28390267545415e-175,1.43712642876175,0.829,0.459,8.81370136447937e-171,"11","2010300C02Rik"
5.01951873231853e-174,1.27046262039651,0.903,0.553,1.03271578398721e-169,"11","Cntnap5a"
1.67412014708581e-173,1.01844353068283,0.96,0.812,3.44433479061435e-169,"11","Grin2b"
5.52159086408078e-172,1.54932994018285,0.76,0.367,1.13601210437598e-167,"11","Sox5"
3.00122097003386e-166,2.21588876621937,0.421,0.122,6.17471202374766e-162,"11","Dach1"
3.27393935410655e-163,1.57605755008489,0.745,0.383,6.73580282713882e-159,"11","Lrrfip1"
1.74416778408405e-162,1.40175368649518,0.822,0.454,3.58845079897452e-158,"11","Pam"
6.44482061506197e-160,1.80090526549295,0.592,0.236,1.32595739334285e-155,"11","Brinp2"
5.25101360156694e-159,2.55622047029535,0.227,0.04,1.08034353838638e-154,"11","Calb1"
2.57417432142979e-156,1.40874325468839,0.813,0.473,5.29610624890965e-152,"11","Kcnt2"
7.90331480323125e-154,1.89005117540253,0.521,0.189,1.6260279876168e-149,"11","Tiam1"
3.0050894815592e-152,1.57696231671249,0.698,0.333,6.1826710993599e-148,"11","Plcb4"
2.99120506941475e-150,1.07830634281032,0.928,0.643,6.15410530981391e-146,"11","Sorcs1"
1.02618147330939e-149,3.43208516695997,0.131,0.015,2.11126576318674e-145,"11","A630012P03Rik"
4.46530137109572e-144,1.91461880231631,0.477,0.166,9.18691104089234e-140,"11","Kcnn3"
1.81880602554326e-141,1.66155481134723,0.572,0.231,3.7420115169527e-137,"11","Ephb1"
2.13713747480291e-141,1.27750824112811,0.822,0.541,4.3969466406595e-137,"11","Luzp2"
1.9971718404391e-139,2.45736250757565,0.244,0.051,4.10898134451941e-135,"11","Slc12a8"
1.8717195796685e-129,3.02712670037424,0.174,0.029,3.85087586320997e-125,"11","Gm14582"
8.88033466475855e-126,1.57316933097066,0.536,0.22,1.82704005392742e-121,"11","Trpc3"
2.01450864780873e-122,2.45351831927927,0.235,0.053,4.14465009200168e-118,"11","Lama3"
2.80885608400082e-121,2.82939130409224,0.144,0.021,5.77894050722329e-117,"11","Chrne"
3.22151215107732e-119,3.94881429791084,0.068,0.005,6.62793909962647e-115,"11","Gm8239"
7.55479390278108e-115,1.70192403449294,0.464,0.18,1.55432329755818e-110,"11","Fhod3"
5.83747809876926e-113,1.11369864483884,0.848,0.672,1.20100274404079e-108,"11","Prkce"
4.98324342080367e-106,2.05405972616861,0.341,0.112,1.02525250139615e-101,"11","Trpc6"
1.91637378594128e-101,1.17992991733147,0.749,0.478,3.94274742719558e-97,"11","Frmd5"
1.45278680677172e-91,1.37946641862922,0.618,0.34,2.98896357625214e-87,"11","Rap1gap"
2.02050624760024e-87,1.18981642610598,0.692,0.419,4.15698955381274e-83,"11","Aff3"
4.05372720846507e-86,1.04826833942946,0.75,0.483,8.34013835869604e-82,"11","Cdh11"
1.18699738071413e-84,1.16729558765029,0.639,0.366,2.44212841108125e-80,"11","Galnt16"
1.16649481769005e-272,1.46695875660399,0.979,0.725,2.3999464379155e-268,"12","Gria3"
1.65014965343992e-265,2.38057204597662,0.54,0.136,3.39501789698729e-261,"12","Iqgap2"
1.43302819692036e-254,1.41523246333795,0.961,0.591,2.94831221234395e-250,"12","Erbb4"
1.0063560284591e-243,1.89374363717576,0.684,0.225,2.07047689295174e-239,"12","Chrm2"
3.5505782239217e-234,1.30270788506894,0.98,0.699,7.30495963789651e-230,"12","March1"
7.31044070799357e-233,2.63686817159881,0.365,0.07,1.5040500712626e-228,"12","Etv1"
3.42111176019367e-223,1.65856493855369,0.792,0.325,7.03859533542245e-219,"12","Tox"
2.51966324962468e-207,1.13489832377043,0.993,0.873,5.18395516977781e-203,"12","Gabrg3"
5.94353786418644e-198,2.76543613926241,0.266,0.043,1.22282348017772e-193,"12","Styk1"
6.73541128191675e-176,2.14414106887134,0.416,0.112,1.38574351714155e-171,"12","Sst"
4.42560749444846e-145,1.69091595908183,0.705,0.367,9.10524485907826e-141,"12","Inpp4b"
8.99340479064611e-124,2.31867879038367,0.238,0.052,1.85030310162753e-119,"12","Plpp4"
4.21717120093466e-119,1.06582187533133,0.87,0.582,8.67640802880297e-115,"12","Focad"
1.00229497820236e-112,2.51490023441922,0.233,0.054,2.06212168815353e-108,"12","Tll1"
3.86688408385915e-112,1.29187573416739,0.749,0.453,7.95572731413181e-108,"12","Ptprt"
1.13213601386435e-106,1.13160905826723,0.782,0.474,2.32925663492452e-102,"12","Kcnt2"
2.35330450330158e-91,1.34278823928246,0.517,0.234,4.84168868509267e-87,"12","Hs3st2"
1.10977858190159e-86,1.24888310830023,0.631,0.354,2.28325845440433e-82,"12","Pdzd2"
3.99781690418045e-86,1.49623890114325,0.385,0.147,8.22510849866086e-82,"12","Necab1"
5.67272785007322e-84,1.24201104068268,0.459,0.194,1.16710702787406e-79,"12","Gfra1"
1.04011040747825e-83,1.86781634521007,0.236,0.066,2.13992315234575e-79,"12","Tox3"
1.18849426375713e-78,1.41100171973696,0.437,0.192,2.44520809825393e-74,"12","Gm29478"
1.7265219645651e-73,1.29205337426722,0.452,0.208,3.55214628989624e-69,"12","Rerg"
3.41142395676011e-72,2.29565645844136,0.149,0.034,7.01866364863826e-68,"12","9330158H04Rik"
1.25197774677956e-67,1.24146760363268,0.456,0.217,2.57581901622427e-63,"12","Adamtsl1"
3.6921998704644e-67,1.12956637710835,0.516,0.27,7.59633201349345e-63,"12","Tyro3"
3.29700512485229e-65,1.09986273514038,0.541,0.289,6.7832583438711e-61,"12","Ano1"
1.07393180562112e-64,1.03350750036483,0.557,0.302,2.2095072968849e-60,"12","Cdh7"
1.56596376916957e-64,1.20319235289736,0.447,0.213,3.22181385868947e-60,"12","Hdac9"
1.10881346258882e-61,1.0930383070363,0.522,0.281,2.28127281793023e-57,"12","Slc6a1"
4.74282979399207e-60,2.0207593351441,0.165,0.045,9.75789801815928e-56,"12","Tgfb2"
7.89754104863723e-60,1.27983297554529,0.385,0.176,1.62484009534662e-55,"12","Slc16a11"
5.90563027457087e-58,1.3747186195377,0.332,0.143,1.21502437269021e-53,"12","Enpp2"
2.7318375178089e-57,1.02851881271664,0.483,0.247,5.62048250914003e-53,"12","Ano2"
8.68551094425383e-57,1.10768282022286,0.444,0.223,1.78695702167078e-52,"12","Trpc3"
1.07197730595701e-55,1.36269102767805,0.338,0.149,2.20548610927596e-51,"12","4930590L20Rik"
7.00605873695952e-55,1.36349182154355,0.318,0.135,1.44142652454205e-50,"12","Cnr1"
4.08575604311523e-53,1.29768490631645,0.33,0.147,8.40603448310527e-49,"12","Sv2c"
3.18556155971841e-50,1.0300464756961,0.489,0.276,6.55397435296465e-46,"12","Arhgef25"
1.00842934263602e-46,1.03254837878093,0.44,0.239,2.07474252953936e-42,"12","Rcan2"
1.89148517644468e-46,1.25345337865804,0.398,0.215,3.89154160201729e-42,"12","Hs3st5"
4.10297623677817e-46,2.13874590043413,0.1,0.023,8.44146330954741e-42,"12","Rab38"
3.24540852028933e-45,1.21373047900156,0.321,0.15,6.67710348964326e-41,"12","Fstl1"
4.00262783200206e-45,1.20434827390247,0.334,0.16,8.23500650156104e-41,"12","Man2a1"
3.42296922645015e-41,1.25266029273203,0.273,0.122,7.04241688649853e-37,"12","St8sia6"
1.30768338119638e-37,1.26042179485749,0.244,0.108,2.69042778847342e-33,"12","Cald1"
5.43710863444172e-37,2.81106504876555,0.044,0.006,1.11863073045004e-32,"12","Sostdc1"
1.9720855956196e-34,1.04734776158451,0.351,0.192,4.05736890442776e-30,"12","Sorl1"
4.80950389579875e-34,1.12506389787047,0.282,0.139,9.89507331521636e-30,"12","Sec14l1"
8.5186356738827e-34,1.14711594129734,0.231,0.104,1.75262410354463e-29,"12","Synpr"
0,4.52965167470509,1,0.221,0,"13","Gm28928"
0,3.22232321682581,0.893,0.221,0,"13","Zfpm2"
